score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
15,8
15,9
15,10
17,11
17,12
17,13
20,14
23,15
34,16
34,17
34,18
35,19
35,20
40,21
40,22
40,23
44,24
71,25
71,26
76,27
76,28
76,29
78,30
78,31
78,32
78,33
78,34
78,35
90,36
92,37
96,38
96,39
96,40
96,41
108,42
108,43
108,44
108,45
109,46
109,47
109,48
109,49
109,50
109,51
157,52
158,53
158,54
158,55
163,56
163,57
166,58
166,59
170,60
175,61
197,62
197,63
200,64
204,65
204,66
204,67
204,68
204,69
230,70
230,71
233,72
233,73
245,74
245,75
245,76
245,77
245,78
253,79
253,80
253,81
253,82
253,83
258,84
261,85
263,86
263,87
263,88
263,89
278,90
278,91
278,92
278,93
287,94
298,95
298,96
327,97
329,98
329,99
332,100
336,101
336,102
338,103
338,104
338,105
352,106
352,107
352,108
357,109
357,110
357,111
369,112
370,113
370,114
372,115
372,116
372,117
376,118
385,119
385,120
