score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
10,9
10,10
10,11
14,12
14,13
14,14
14,15
23,16
23,17
24,18
35,19
35,20
40,21
40,22
40,23
40,24
40,25
40,26
46,27
46,28
46,29
46,30
46,31
46,32
46,33
46,34
53,35
56,36
56,37
75,38
100,39
100,40
100,41
102,42
113,43
113,44
113,45
119,46
122,47
122,48
131,49
131,50
133,51
136,52
154,53
158,54
158,55
158,56
158,57
158,58
174,59
174,60
174,61
174,62
177,63
185,64
185,65
188,66
188,67
188,68
191,69
196,70
196,71
196,72
196,73
196,74
196,75
196,76
196,77
219,78
219,79
219,80
220,81
222,82
230,83
230,84
241,85
249,86
249,87
254,88
254,89
254,90
258,91
258,92
258,93
278,94
278,95
278,96
281,97
281,98
281,99
281,100
281,101
