score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
15,8
18,9
18,10
18,11
18,12
18,13
20,14
20,15
24,16
24,17
24,18
29,19
33,20
36,21
36,22
36,23
40,24
40,25
42,26
45,27
60,28
64,29
64,30
98,31
98,32
103,33
103,34
103,35
120,36
123,37
123,38
123,39
123,40
123,41
123,42
123,43
127,44
138,45
138,46
144,47
146,48
146,49
149,50
149,51
149,52
149,53
149,54
149,55
152,56
152,57
152,58
152,59
152,60
152,61
152,62
152,63
152,64
164,65
164,66
166,67
166,68
166,69
166,70
171,71
171,72
171,73
171,74
180,75
195,76
197,77
200,78
211,79
211,80
226,81
226,82
228,83
228,84
228,85
232,86
243,87
244,88
244,89
251,90
253,91
253,92
253,93
253,94
253,95
256,96
268,97
275,98
275,99
275,100
293,101
293,102
293,103
296,104
296,105
296,106
301,107
301,108
301,109
321,110
329,111
329,112
329,113
329,114
329,115
345,116
345,117
345,118
345,119
345,120
347,121
347,122
362,123
362,124
362,125
371,126
374,127
383,128
383,129
383,130
383,131
