score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
15,8
15,9
15,10
17,11
18,12
18,13
21,14
21,15
21,16
26,17
28,18
35,19
35,20
37,21
37,22
37,23
39,24
39,25
39,26
39,27
39,28
50,29
50,30
50,31
50,32
50,33
59,34
59,35
70,36
70,37
70,38
70,39
72,40
72,41
94,42
94,43
94,44
103,45
103,46
121,47
121,48
126,49
129,50
129,51
129,52
129,53
129,54
131,55
138,56
138,57
138,58
140,59
140,60
171,61
171,62
172,63
172,64
172,65
175,66
190,67
190,68
190,69
193,70
193,71
204,72
204,73
204,74
230,75
230,76
230,77
230,78
235,79
240,80
240,81
240,82
255,83
255,84
260,85
260,86
278,87
278,88
280,89
280,90
280,91
280,92
280,93
280,94
280,95
280,96
287,97
287,98
290,99
290,100
292,101
292,102
292,103
292,104
306,105
306,106
315,107
315,108
315,109
