score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
15,9
15,10
22,11
22,12
23,13
23,14
25,15
25,16
25,17
40,18
40,19
49,20
49,21
49,22
49,23
54,24
54,25
75,26
82,27
82,28
82,29
82,30
82,31
82,32
82,33
102,34
102,35
102,36
102,37
102,38
107,39
107,40
107,41
111,42
111,43
111,44
111,45
111,46
111,47
112,48
112,49
145,50
145,51
146,52
155,53
155,54
158,55
158,56
158,57
164,58
164,59
164,60
164,61
169,62
169,63
183,64
183,65
184,66
186,67
197,68
197,69
197,70
197,71
201,72
206,73
206,74
206,75
206,76
209,77
210,78
212,79
212,80
216,81
217,82
222,83
222,84
251,85
251,86
251,87
251,88
255,89
260,90
260,91
261,92
270,93
273,94
277,95
281,96
281,97
292,98
292,99
295,100
295,101
300,102
300,103
300,104
314,105
314,106
316,107
316,108
316,109
316,110
316,111
327,112
327,113
332,114
332,115
332,116
332,117
332,118
