score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
10,8
15,9
18,10
22,11
27,12
27,13
30,14
30,15
30,16
30,17
33,18
33,19
34,20
34,21
36,22
36,23
36,24
39,25
43,26
43,27
43,28
43,29
58,30
60,31
60,32
65,33
65,34
65,35
65,36
83,37
83,38
83,39
90,40
90,41
90,42
90,43
104,44
104,45
104,46
104,47
104,48
104,49
104,50
104,51
132,52
132,53
137,54
137,55
137,56
137,57
137,58
137,59
137,60
151,61
154,62
154,63
154,64
165,65
168,66
175,67
175,68
175,69
182,70
184,71
188,72
219,73
222,74
225,75
225,76
225,77
225,78
229,79
247,80
247,81
247,82
247,83
248,84
248,85
253,86
253,87
253,88
257,89
266,90
277,91
277,92
280,93
289,94
289,95
289,96
289,97
292,98
310,99
313,100
313,101
313,102
313,103
325,104
325,105
325,106
325,107
325,108
328,109
332,110
343,111
343,112
371,113
371,114
373,115
373,116
373,117
373,118
373,119
373,120
378,121
385,122
428,123
428,124
428,125
428,126
433,127
433,128
433,129
444,130
444,131
444,132
444,133
444,134
450,135
450,136
454,137
454,138
468,139
468,140
473,141
473,142
473,143
491,144
491,145
491,146
491,147
491,148
491,149
491,150
501,151
501,152
501,153
519,154
519,155
520,156
520,157
520,158
524,159
524,160
524,161
524,162
524,163
524,164
