score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
15,8
15,9
15,10
18,11
33,12
33,13
33,14
33,15
38,16
38,17
56,18
56,19
56,20
56,21
56,22
58,23
58,24
58,25
70,26
70,27
70,28
70,29
74,30
74,31
74,32
93,33
93,34
93,35
97,36
97,37
97,38
99,39
99,40
99,41
99,42
99,43
104,44
105,45
108,46
108,47
112,48
112,49
112,50
117,51
117,52
117,53
132,54
137,55
137,56
155,57
155,58
158,59
158,60
158,61
159,62
159,63
164,64
164,65
167,66
189,67
190,68
208,69
208,70
208,71
212,72
217,73
217,74
218,75
218,76
218,77
218,78
225,79
225,80
258,81
263,82
263,83
270,84
270,85
270,86
270,87
270,88
270,89
270,90
275,91
275,92
289,93
289,94
289,95
289,96
289,97
290,98
299,99
299,100
299,101
299,102
299,103
304,104
322,105
322,106
322,107
322,108
322,109
327,110
331,111
352,112
361,113
361,114
363,115
363,116
363,117
363,118
372,119
372,120
372,121
375,122
380,123
380,124
391,125
393,126
396,127
400,128
400,129
400,130
400,131
403,132
403,133
410,134
410,135
410,136
410,137
