score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
10,8
10,9
13,10
18,11
18,12
18,13
21,14
23,15
23,16
23,17
24,18
29,19
29,20
29,21
36,22
48,23
48,24
51,25
51,26
54,27
54,28
54,29
65,30
65,31
69,32
74,33
74,34
83,35
83,36
85,37
85,38
89,39
110,40
110,41
110,42
110,43
111,44
111,45
113,46
113,47
122,48
122,49
127,50
127,51
145,52
145,53
145,54
145,55
145,56
149,57
149,58
149,59
165,60
165,61
165,62
170,63
170,64
170,65
173,66
173,67
173,68
177,69
215,70
215,71
215,72
227,73
227,74
227,75
227,76
234,77
234,78
234,79
235,80
247,81
247,82
248,83
248,84
253,85
255,86
255,87
255,88
255,89
259,90
260,91
265,92
284,93
284,94
284,95
284,96
289,97
289,98
293,99
293,100
293,101
296,102
323,103
323,104
323,105
332,106
337,107
337,108
337,109
337,110
341,111
346,112
346,113
346,114
357,115
360,116
360,117
360,118
360,119
360,120
