score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
15,8
15,9
15,10
18,11
18,12
18,13
27,14
27,15
31,16
31,17
31,18
31,19
31,20
32,21
32,22
32,23
36,24
41,25
41,26
56,27
56,28
56,29
56,30
56,31
61,32
61,33
61,34
82,35
82,36
87,37
87,38
92,39
92,40
92,41
92,42
92,43
105,44
105,45
105,46
105,47
105,48
105,49
112,50
114,51
132,52
132,53
132,54
137,55
137,56
137,57
137,58
142,59
142,60
142,61
142,62
145,63
145,64
145,65
145,66
145,67
148,68
198,69
198,70
198,71
203,72
203,73
203,74
203,75
203,76
203,77
208,78
208,79
208,80
209,81
209,82
