score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
10,10
10,11
13,12
18,13
18,14
18,15
18,16
18,17
32,18
32,19
32,20
32,21
41,22
41,23
44,24
47,25
62,26
62,27
62,28
62,29
69,30
69,31
69,32
74,33
79,34
80,35
80,36
80,37
80,38
80,39
80,40
80,41
85,42
94,43
103,44
103,45
103,46
103,47
106,48
106,49
110,50
110,51
147,52
147,53
152,54
152,55
152,56
152,57
152,58
152,59
152,60
152,61
152,62
159,63
164,64
164,65
169,66
172,67
182,68
182,69
182,70
187,71
188,72
188,73
190,74
190,75
190,76
190,77
190,78
198,79
209,80
209,81
211,82
211,83
226,84
226,85
230,86
230,87
232,88
232,89
232,90
232,91
237,92
268,93
268,94
268,95
268,96
