score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
14,9
24,10
24,11
24,12
25,13
25,14
25,15
28,16
29,17
29,18
29,19
32,20
32,21
38,22
39,23
39,24
53,25
53,26
55,27
55,28
66,29
67,30
70,31
70,32
75,33
75,34
75,35
75,36
75,37
75,38
75,39
75,40
87,41
87,42
89,43
89,44
90,45
90,46
90,47
90,48
104,49
111,50
120,51
120,52
124,53
145,54
147,55
147,56
150,57
165,58
165,59
165,60
165,61
165,62
168,63
168,64
168,65
170,66
170,67
170,68
176,69
176,70
181,71
181,72
196,73
196,74
196,75
205,76
212,77
212,78
227,79
227,80
227,81
227,82
231,83
231,84
231,85
233,86
245,87
245,88
245,89
245,90
245,91
245,92
248,93
248,94
248,95
266,96
266,97
277,98
280,99
280,100
280,101
283,102
288,103
288,104
288,105
288,106
288,107
293,108
293,109
293,110
