score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
13,14
13,15
14,16
14,17
14,18
14,19
35,20
35,21
36,22
36,23
37,24
39,25
42,26
42,27
42,28
42,29
46,30
46,31
55,32
57,33
76,34
76,35
76,36
85,37
87,38
90,39
90,40
90,41
90,42
112,43
112,44
112,45
121,46
121,47
121,48
121,49
121,50
122,51
124,52
130,53
134,54
148,55
148,56
149,57
149,58
151,59
151,60
160,61
160,62
160,63
160,64
160,65
164,66
165,67
165,68
168,69
171,70
171,71
171,72
171,73
176,74
186,75
186,76
189,77
198,78
198,79
198,80
204,81
230,82
233,83
233,84
249,85
249,86
253,87
253,88
258,89
263,90
263,91
263,92
266,93
270,94
281,95
281,96
281,97
281,98
288,99
289,100
291,101
302,102
302,103
305,104
314,105
314,106
314,107
314,108
332,109
332,110
335,111
335,112
337,113
341,114
341,115
341,116
349,117
349,118
349,119
349,120
349,121
349,122
349,123
349,124
360,125
360,126
361,127
361,128
361,129
361,130
