score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
13,8
13,9
13,10
15,11
16,12
16,13
19,14
21,15
28,16
30,17
30,18
41,19
41,20
41,21
41,22
41,23
41,24
41,25
41,26
41,27
41,28
41,29
41,30
60,31
60,32
64,33
65,34
65,35
66,36
66,37
66,38
96,39
96,40
96,41
96,42
101,43
101,44
118,45
118,46
118,47
118,48
118,49
122,50
127,51
127,52
127,53
131,54
131,55
131,56
154,57
158,58
158,59
158,60
167,61
167,62
167,63
174,64
174,65
176,66
176,67
176,68
179,69
179,70
204,71
204,72
204,73
204,74
205,75
210,76
210,77
210,78
211,79
211,80
214,81
214,82
214,83
214,84
214,85
223,86
223,87
228,88
229,89
229,90
229,91
236,92
239,93
239,94
254,95
254,96
254,97
256,98
256,99
256,100
256,101
261,102
261,103
268,104
268,105
268,106
298,107
302,108
302,109
302,110
302,111
302,112
302,113
302,114
309,115
324,116
324,117
338,118
341,119
350,120
350,121
350,122
351,123
352,124
352,125
352,126
352,127
352,128
352,129
362,130
362,131
364,132
364,133
369,134
369,135
373,136
373,137
373,138
373,139
