score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
14,9
24,10
24,11
28,12
28,13
28,14
28,15
33,16
33,17
33,18
44,19
45,20
45,21
45,22
48,23
48,24
48,25
48,26
49,27
64,28
73,29
73,30
73,31
73,32
73,33
78,34
78,35
78,36
78,37
80,38
80,39
85,40
98,41
98,42
99,43
104,44
104,45
104,46
104,47
104,48
104,49
108,50
113,51
122,52
122,53
125,54
134,55
134,56
156,57
156,58
156,59
156,60
159,61
159,62
159,63
190,64
190,65
190,66
190,67
190,68
190,69
195,70
204,71
204,72
204,73
219,74
219,75
219,76
219,77
224,78
224,79
224,80
246,81
246,82
251,83
251,84
251,85
251,86
251,87
251,88
251,89
251,90
251,91
263,92
268,93
271,94
278,95
278,96
