score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
8,9
8,10
8,11
13,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
20,20
20,21
24,22
24,23
27,24
27,25
27,26
33,27
42,28
42,29
42,30
47,31
47,32
47,33
47,34
47,35
52,36
72,37
72,38
88,39
88,40
88,41
88,42
112,43
112,44
112,45
114,46
114,47
121,48
121,49
137,50
137,51
137,52
152,53
152,54
152,55
152,56
157,57
160,58
160,59
163,60
167,61
167,62
168,63
173,64
173,65
174,66
174,67
176,68
219,69
219,70
224,71
224,72
224,73
224,74
224,75
224,76
224,77
228,78
228,79
231,80
233,81
237,82
237,83
242,84
247,85
247,86
247,87
247,88
247,89
247,90
247,91
247,92
268,93
268,94
272,95
287,96
287,97
287,98
289,99
292,100
292,101
292,102
295,103
299,104
320,105
320,106
320,107
327,108
329,109
330,110
348,111
348,112
353,113
362,114
362,115
367,116
367,117
376,118
376,119
391,120
391,121
391,122
392,123
392,124
395,125
395,126
404,127
404,128
407,129
418,130
423,131
423,132
427,133
432,134
432,135
435,136
435,137
440,138
440,139
440,140
440,141
440,142
440,143
442,144
449,145
449,146
449,147
449,148
