score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
8,9
8,10
11,11
11,12
12,13
14,14
14,15
14,16
29,17
29,18
40,19
40,20
40,21
42,22
43,23
43,24
45,25
57,26
57,27
57,28
57,29
61,30
64,31
68,32
73,33
73,34
73,35
73,36
90,37
90,38
96,39
96,40
101,41
104,42
129,43
129,44
129,45
129,46
129,47
134,48
134,49
134,50
145,51
145,52
145,53
150,54
154,55
154,56
159,57
162,58
162,59
162,60
162,61
165,62
172,63
172,64
172,65
172,66
172,67
172,68
175,69
175,70
180,71
185,72
185,73
185,74
185,75
185,76
185,77
185,78
185,79
185,80
