score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
15,8
15,9
15,10
15,11
15,12
24,13
24,14
24,15
28,16
59,17
59,18
63,19
66,20
66,21
71,22
71,23
71,24
71,25
71,26
71,27
74,28
96,29
100,30
100,31
100,32
109,33
111,34
111,35
111,36
111,37
111,38
116,39
125,40
126,41
131,42
131,43
131,44
131,45
131,46
131,47
131,48
131,49
154,50
154,51
154,52
157,53
157,54
157,55
166,56
166,57
168,58
168,59
168,60
169,61
169,62
169,63
172,64
181,65
181,66
181,67
181,68
202,69
202,70
202,71
203,72
203,73
203,74
206,75
210,76
210,77
210,78
210,79
210,80
215,81
221,82
221,83
256,84
256,85
256,86
260,87
260,88
265,89
265,90
265,91
265,92
265,93
265,94
294,95
294,96
294,97
295,98
300,99
300,100
300,101
300,102
303,103
303,104
