score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
15,8
15,9
15,10
16,11
18,12
29,13
29,14
29,15
29,16
29,17
29,18
34,19
34,20
45,21
45,22
45,23
45,24
54,25
54,26
54,27
56,28
56,29
56,30
61,31
90,32
90,33
90,34
95,35
95,36
95,37
95,38
101,39
101,40
101,41
102,42
108,43
108,44
128,45
128,46
128,47
130,48
134,49
134,50
134,51
134,52
135,53
149,54
152,55
156,56
182,57
182,58
182,59
190,60
190,61
190,62
191,63
191,64
191,65
191,66
191,67
194,68
197,69
215,70
215,71
215,72
218,73
220,74
224,75
224,76
231,77
231,78
236,79
238,80
238,81
242,82
242,83
247,84
247,85
247,86
247,87
250,88
250,89
250,90
250,91
250,92
277,93
277,94
277,95
277,96
277,97
288,98
288,99
288,100
288,101
288,102
298,103
298,104
298,105
301,106
301,107
301,108
303,109
307,110
334,111
334,112
334,113
334,114
334,115
340,116
345,117
345,118
347,119
347,120
347,121
347,122
347,123
347,124
363,125
374,126
374,127
375,128
375,129
375,130
375,131
375,132
379,133
380,134
409,135
409,136
413,137
413,138
413,139
