score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
13,8
15,9
15,10
15,11
18,12
18,13
21,14
30,15
41,16
46,17
50,18
50,19
50,20
50,21
50,22
50,23
70,24
70,25
70,26
71,27
71,28
71,29
71,30
75,31
83,32
83,33
85,34
85,35
85,36
85,37
86,38
86,39
86,40
86,41
86,42
90,43
90,44
90,45
90,46
90,47
95,48
95,49
95,50
97,51
97,52
102,53
108,54
108,55
111,56
114,57
118,58
121,59
137,60
137,61
137,62
139,63
142,64
142,65
142,66
142,67
154,68
154,69
154,70
154,71
176,72
176,73
176,74
176,75
176,76
183,77
188,78
194,79
194,80
201,81
234,82
234,83
234,84
239,85
239,86
239,87
241,88
244,89
244,90
244,91
246,92
246,93
247,94
247,95
247,96
275,97
275,98
275,99
289,100
289,101
289,102
289,103
293,104
295,105
295,106
295,107
295,108
296,109
296,110
342,111
342,112
342,113
342,114
351,115
351,116
351,117
351,118
359,119
359,120
359,121
359,122
359,123
