score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
15,8
15,9
16,10
16,11
16,12
20,13
20,14
20,15
20,16
20,17
34,18
34,19
34,20
34,21
43,22
43,23
43,24
47,25
48,26
50,27
55,28
55,29
55,30
58,31
58,32
58,33
58,34
59,35
79,36
79,37
79,38
80,39
84,40
84,41
106,42
106,43
106,44
107,45
107,46
107,47
112,48
112,49
112,50
133,51
133,52
133,53
133,54
133,55
133,56
137,57
137,58
140,59
151,60
151,61
152,62
154,63
154,64
159,65
162,66
162,67
169,68
169,69
169,70
173,71
173,72
175,73
202,74
202,75
207,76
207,77
207,78
210,79
226,80
226,81
231,82
231,83
232,84
232,85
236,86
236,87
236,88
239,89
250,90
262,91
262,92
262,93
262,94
262,95
265,96
265,97
280,98
285,99
285,100
286,101
286,102
286,103
304,104
311,105
311,106
311,107
311,108
311,109
311,110
320,111
320,112
320,113
324,114
338,115
341,116
341,117
341,118
342,119
342,120
351,121
351,122
351,123
389,124
389,125
389,126
396,127
397,128
400,129
402,130
406,131
406,132
415,133
415,134
415,135
415,136
415,137
415,138
415,139
