score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
22,14
31,15
31,16
31,17
35,18
35,19
69,20
73,21
73,22
78,23
78,24
78,25
81,26
81,27
84,28
84,29
84,30
84,31
104,32
104,33
105,34
105,35
112,36
115,37
120,38
120,39
123,40
123,41
123,42
123,43
125,44
125,45
125,46
125,47
125,48
126,49
126,50
129,51
129,52
152,53
157,54
159,55
164,56
164,57
164,58
164,59
164,60
164,61
176,62
197,63
197,64
200,65
200,66
200,67
200,68
200,69
205,70
205,71
206,72
206,73
210,74
215,75
215,76
215,77
219,78
219,79
251,80
251,81
251,82
254,83
259,84
259,85
259,86
259,87
264,88
264,89
264,90
