score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
13,8
13,9
17,10
22,11
22,12
23,13
23,14
25,15
25,16
25,17
25,18
25,19
25,20
28,21
28,22
28,23
28,24
28,25
32,26
49,27
49,28
52,29
53,30
55,31
55,32
58,33
58,34
68,35
68,36
68,37
68,38
87,39
87,40
88,41
88,42
97,43
97,44
97,45
97,46
97,47
97,48
99,49
104,50
116,51
116,52
116,53
116,54
116,55
123,56
123,57
123,58
127,59
130,60
130,61
130,62
130,63
133,64
133,65
151,66
151,67
151,68
160,69
164,70
164,71
164,72
164,73
167,74
167,75
172,76
209,77
209,78
214,79
214,80
218,81
218,82
218,83
223,84
226,85
235,86
239,87
239,88
239,89
240,90
240,91
240,92
240,93
240,94
240,95
242,96
242,97
247,98
252,99
252,100
279,101
279,102
283,103
283,104
283,105
283,106
283,107
285,108
288,109
290,110
299,111
299,112
307,113
309,114
309,115
309,116
309,117
309,118
324,119
324,120
330,121
330,122
332,123
332,124
344,125
346,126
349,127
356,128
356,129
367,130
369,131
369,132
373,133
373,134
373,135
385,136
390,137
416,138
416,139
416,140
421,141
421,142
421,143
421,144
