score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
14,9
14,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
19,18
19,19
19,20
20,21
20,22
20,23
25,24
25,25
45,26
50,27
50,28
53,29
57,30
62,31
63,32
65,33
72,34
83,35
83,36
83,37
83,38
83,39
87,40
98,41
101,42
101,43
101,44
104,45
105,46
105,47
107,48
107,49
112,50
113,51
113,52
113,53
113,54
118,55
118,56
120,57
125,58
125,59
125,60
125,61
125,62
125,63
126,64
126,65
162,66
162,67
171,68
171,69
171,70
171,71
179,72
184,73
189,74
194,75
195,76
199,77
210,78
210,79
211,80
213,81
213,82
213,83
213,84
231,85
231,86
231,87
231,88
231,89
231,90
231,91
231,92
231,93
231,94
231,95
231,96
231,97
231,98
231,99
241,100
241,101
241,102
246,103
255,104
266,105
266,106
266,107
276,108
276,109
276,110
