score,frame
0,0
0,1
1,2
1,3
3,4
3,5
6,6
10,7
10,8
14,9
24,10
24,11
26,12
26,13
26,14
27,15
27,16
27,17
36,18
36,19
36,20
37,21
37,22
37,23
37,24
37,25
37,26
37,27
61,28
61,29
61,30
61,31
62,32
67,33
67,34
73,35
74,36
74,37
74,38
74,39
97,40
125,41
125,42
125,43
125,44
125,45
125,46
125,47
127,48
139,49
140,50
140,51
149,52
149,53
149,54
151,55
151,56
155,57
160,58
160,59
160,60
161,61
161,62
164,63
164,64
172,65
172,66
172,67
172,68
177,69
177,70
177,71
177,72
177,73
182,74
182,75
186,76
186,77
186,78
195,79
195,80
195,81
