score,frame
0,0
0,1
1,2
1,3
3,4
6,5
6,6
6,7
6,8
9,9
9,10
13,11
13,12
13,13
13,14
13,15
13,16
22,17
22,18
22,19
29,20
29,21
29,22
34,23
35,24
35,25
35,26
35,27
40,28
40,29
40,30
40,31
40,32
55,33
55,34
67,35
67,36
78,37
78,38
79,39
79,40
79,41
84,42
84,43
87,44
87,45
87,46
87,47
87,48
87,49
87,50
89,51
105,52
105,53
105,54
107,55
107,56
107,57
107,58
108,59
111,60
128,61
142,62
153,63
153,64
155,65
155,66
158,67
162,68
162,69
171,70
174,71
174,72
183,73
183,74
183,75
185,76
185,77
190,78
212,79
212,80
227,81
227,82
227,83
228,84
228,85
237,86
237,87
237,88
237,89
246,90
246,91
272,92
275,93
275,94
275,95
275,96
275,97
275,98
275,99
275,100
275,101
280,102
280,103
282,104
287,105
305,106
305,107
305,108
306,109
306,110
306,111
307,112
317,113
317,114
318,115
318,116
318,117
320,118
320,119
329,120
329,121
332,122
332,123
332,124
