score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
14,10
14,11
16,12
16,13
16,14
16,15
19,16
28,17
28,18
39,19
39,20
39,21
39,22
39,23
39,24
39,25
39,26
41,27
41,28
55,29
55,30
55,31
58,32
58,33
58,34
58,35
58,36
58,37
61,38
63,39
89,40
95,41
98,42
99,43
99,44
99,45
103,46
103,47
108,48
110,49
121,50
121,51
121,52
123,53
123,54
126,55
157,56
157,57
161,58
161,59
166,60
166,61
168,62
168,63
183,64
183,65
187,66
187,67
187,68
191,69
191,70
191,71
191,72
191,73
194,74
194,75
199,76
199,77
199,78
200,79
209,80
209,81
241,82
253,83
253,84
253,85
253,86
253,87
253,88
256,89
259,90
259,91
262,92
271,93
271,94
282,95
282,96
282,97
282,98
291,99
291,100
291,101
294,102
298,103
298,104
298,105
305,106
305,107
308,108
311,109
311,110
322,111
322,112
323,113
345,114
345,115
345,116
345,117
347,118
347,119
347,120
359,121
359,122
359,123
359,124
359,125
