score,frame
0,0
0,1
0,2
1,3
1,4
3,5
6,6
6,7
6,8
13,9
18,10
18,11
18,12
18,13
18,14
21,15
24,16
28,17
28,18
39,19
39,20
39,21
39,22
39,23
43,24
43,25
43,26
47,27
52,28
52,29
52,30
52,31
52,32
52,33
52,34
52,35
62,36
67,37
67,38
69,39
69,40
78,41
78,42
78,43
78,44
78,45
81,46
96,47
96,48
109,49
109,50
109,51
109,52
137,53
137,54
140,55
145,56
149,57
149,58
149,59
149,60
149,61
149,62
154,63
165,64
165,65
165,66
189,67
189,68
189,69
189,70
189,71
193,72
193,73
193,74
205,75
205,76
205,77
209,78
220,79
225,80
225,81
225,82
226,83
226,84
226,85
226,86
226,87
226,88
226,89
227,90
227,91
227,92
232,93
232,94
232,95
244,96
249,97
249,98
249,99
249,100
249,101
249,102
249,103
254,104
254,105
254,106
254,107
296,108
296,109
296,110
296,111
307,112
324,113
324,114
324,115
328,116
328,117
328,118
328,119
