score,frame
0,0
0,1
1,2
1,3
1,4
1,5
6,6
6,7
6,8
11,9
11,10
12,11
12,12
12,13
14,14
18,15
21,16
21,17
28,18
28,19
39,20
39,21
39,22
39,23
44,24
44,25
45,26
49,27
49,28
52,29
61,30
61,31
61,32
65,33
65,34
70,35
70,36
73,37
95,38
95,39
102,40
102,41
105,42
105,43
105,44
105,45
105,46
110,47
110,48
111,49
111,50
111,51
115,52
115,53
115,54
115,55
126,56
126,57
130,58
130,59
132,60
132,61
135,62
135,63
135,64
135,65
135,66
140,67
142,68
172,69
172,70
175,71
178,72
178,73
178,74
182,75
182,76
185,77
212,78
216,79
236,80
236,81
236,82
241,83
241,84
241,85
241,86
242,87
242,88
242,89
251,90
251,91
254,92
254,93
255,94
255,95
259,96
273,97
273,98
273,99
273,100
273,101
277,102
277,103
277,104
277,105
