score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
10,8
10,9
13,10
13,11
13,12
27,13
27,14
32,15
32,16
32,17
36,18
36,19
36,20
36,21
48,22
48,23
48,24
48,25
59,26
63,27
66,28
71,29
71,30
77,31
78,32
78,33
78,34
81,35
81,36
81,37
81,38
84,39
86,40
86,41
86,42
98,43
99,44
104,45
104,46
104,47
108,48
109,49
109,50
109,51
109,52
133,53
138,54
138,55
138,56
142,57
153,58
153,59
153,60
153,61
153,62
153,63
156,64
160,65
165,66
165,67
170,68
170,69
177,70
202,71
219,72
219,73
219,74
219,75
219,76
222,77
226,78
241,79
241,80
246,81
246,82
246,83
246,84
246,85
246,86
248,87
248,88
248,89
270,90
270,91
270,92
270,93
274,94
277,95
277,96
288,97
288,98
292,99
293,100
293,101
293,102
293,103
293,104
298,105
298,106
301,107
343,108
348,109
348,110
348,111
348,112
349,113
351,114
351,115
351,116
351,117
358,118
363,119
363,120
363,121
363,122
366,123
381,124
381,125
385,126
385,127
385,128
385,129
389,130
389,131
394,132
394,133
394,134
394,135
