score,frame
0,0
0,1
1,2
1,3
1,4
1,5
6,6
6,7
6,8
10,9
10,10
13,11
13,12
18,13
18,14
18,15
20,16
27,17
27,18
30,19
30,20
41,21
41,22
41,23
41,24
44,25
44,26
48,27
48,28
60,29
65,30
65,31
65,32
65,33
65,34
65,35
65,36
75,37
75,38
75,39
79,40
79,41
104,42
104,43
104,44
107,45
108,46
108,47
126,48
128,49
131,50
144,51
144,52
146,53
146,54
146,55
146,56
167,57
167,58
171,59
172,60
172,61
172,62
172,63
186,64
186,65
197,66
197,67
197,68
197,69
197,70
197,71
197,72
200,73
200,74
203,75
207,76
216,77
221,78
221,79
222,80
222,81
222,82
222,83
226,84
226,85
226,86
229,87
229,88
233,89
234,90
274,91
274,92
274,93
274,94
274,95
274,96
279,97
294,98
306,99
309,100
309,101
312,102
315,103
315,104
315,105
315,106
315,107
318,108
318,109
327,110
327,111
330,112
330,113
334,114
334,115
341,116
341,117
352,118
352,119
356,120
356,121
356,122
356,123
359,124
360,125
371,126
371,127
399,128
411,129
411,130
411,131
411,132
413,133
413,134
413,135
413,136
435,137
438,138
438,139
438,140
452,141
453,142
453,143
456,144
456,145
465,146
501,147
501,148
504,149
504,150
508,151
508,152
519,153
519,154
523,155
528,156
535,157
535,158
535,159
