score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
15,8
15,9
18,10
23,11
23,12
27,13
27,14
30,15
30,16
30,17
30,18
30,19
44,20
46,21
50,22
68,23
68,24
72,25
72,26
73,27
75,28
75,29
75,30
75,31
75,32
75,33
79,34
89,35
102,36
102,37
102,38
102,39
104,40
104,41
113,42
113,43
131,44
131,45
131,46
132,47
132,48
141,49
141,50
146,51
149,52
149,53
149,54
149,55
154,56
154,57
154,58
155,59
155,60
155,61
155,62
155,63
205,64
207,65
207,66
210,67
210,68
217,69
221,70
226,71
226,72
226,73
248,74
248,75
248,76
248,77
250,78
250,79
250,80
250,81
250,82
259,83
259,84
259,85
263,86
263,87
263,88
263,89
263,90
263,91
263,92
263,93
297,94
297,95
300,96
303,97
307,98
307,99
308,100
310,101
313,102
313,103
313,104
313,105
333,106
335,107
343,108
343,109
345,110
352,111
352,112
352,113
354,114
358,115
369,116
369,117
369,118
369,119
369,120
373,121
373,122
378,123
378,124
378,125
382,126
391,127
394,128
