score,frame
0,0
0,1
0,2
0,3
0,4
0,5
0,6
1,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
11,15
11,16
22,17
31,18
36,19
36,20
36,21
40,22
40,23
40,24
51,25
51,26
51,27
51,28
51,29
51,30
53,31
53,32
58,33
58,34
58,35
58,36
58,37
63,38
63,39
63,40
63,41
63,42
67,43
67,44
94,45
94,46
96,47
100,48
100,49
146,50
153,51
162,52
162,53
163,54
163,55
168,56
169,57
174,58
174,59
174,60
174,61
174,62
178,63
185,64
185,65
185,66
185,67
185,68
185,69
185,70
187,71
187,72
190,73
190,74
193,75
204,76
205,77
209,78
209,79
209,80
210,81
212,82
217,83
219,84
219,85
219,86
226,87
226,88
226,89
226,90
227,91
229,92
229,93
229,94
229,95
229,96
229,97
229,98
229,99
229,100
233,101
233,102
237,103
237,104
237,105
245,106
245,107
245,108
245,109
265,110
265,111
265,112
266,113
266,114
268,115
270,116
270,117
