score,frame
0,0
0,1
1,2
1,3
1,4
3,5
6,6
10,7
10,8
11,9
11,10
11,11
11,12
16,13
20,14
20,15
22,16
25,17
25,18
26,19
26,20
26,21
35,22
35,23
37,24
37,25
40,26
44,27
55,28
55,29
60,30
60,31
60,32
63,33
63,34
70,35
74,36
74,37
74,38
74,39
83,40
83,41
96,42
96,43
96,44
97,45
97,46
106,47
108,48
115,49
115,50
120,51
120,52
120,53
120,54
141,55
141,56
141,57
141,58
141,59
150,60
155,61
155,62
155,63
155,64
157,65
157,66
160,67
179,68
179,69
184,70
184,71
184,72
193,73
193,74
193,75
193,76
198,77
204,78
204,79
204,80
204,81
204,82
204,83
240,84
251,85
251,86
251,87
251,88
251,89
254,90
263,91
264,92
266,93
266,94
266,95
266,96
288,97
300,98
300,99
300,100
300,101
304,102
309,103
309,104
311,105
314,106
314,107
314,108
325,109
332,110
332,111
332,112
336,113
336,114
336,115
