score,frame
0,0
0,1
1,2
1,3
1,4
1,5
6,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
21,14
21,15
26,16
26,17
42,18
47,19
49,20
49,21
49,22
49,23
58,24
58,25
62,26
62,27
62,28
65,29
65,30
70,31
70,32
70,33
70,34
77,35
78,36
80,37
80,38
85,39
100,40
100,41
100,42
109,43
109,44
109,45
109,46
109,47
109,48
109,49
109,50
111,51
118,52
123,53
123,54
148,55
148,56
148,57
148,58
148,59
157,60
160,61
165,62
165,63
176,64
176,65
180,66
180,67
180,68
180,69
190,70
190,71
208,72
208,73
210,74
215,75
215,76
215,77
215,78
215,79
215,80
217,81
217,82
223,83
223,84
232,85
236,86
236,87
263,88
263,89
263,90
263,91
263,92
263,93
275,94
277,95
277,96
277,97
279,98
286,99
301,100
301,101
302,102
302,103
311,104
311,105
311,106
311,107
311,108
333,109
335,110
335,111
338,112
338,113
338,114
347,115
347,116
347,117
347,118
354,119
354,120
354,121
388,122
393,123
393,124
393,125
393,126
393,127
393,128
393,129
