score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
8,9
10,10
11,11
15,12
18,13
18,14
25,15
30,16
32,17
32,18
32,19
32,20
32,21
34,22
37,23
38,24
40,25
40,26
40,27
43,28
66,29
66,30
66,31
66,32
69,33
91,34
91,35
91,36
100,37
102,38
102,39
113,40
113,41
120,42
120,43
120,44
125,45
125,46
129,47
129,48
158,49
158,50
158,51
165,52
165,53
169,54
172,55
172,56
177,57
191,58
191,59
191,60
191,61
193,62
209,63
209,64
209,65
209,66
210,67
210,68
219,69
219,70
219,71
219,72
220,73
220,74
226,75
226,76
241,77
241,78
246,79
249,80
249,81
251,82
251,83
251,84
251,85
255,86
273,87
276,88
276,89
276,90
277,91
279,92
281,93
283,94
290,95
295,96
320,97
320,98
320,99
325,100
325,101
325,102
325,103
325,104
325,105
327,106
343,107
346,108
346,109
346,110
346,111
346,112
350,113
361,114
364,115
367,116
376,117
376,118
379,119
383,120
418,121
418,122
418,123
418,124
422,125
423,126
423,127
423,128
423,129
423,130
426,131
426,132
