score,frame
0,0
0,1
1,2
1,3
1,4
3,5
6,6
10,7
10,8
10,9
12,10
12,11
15,12
15,13
15,14
20,15
24,16
24,17
24,18
24,19
46,20
51,21
51,22
51,23
54,24
54,25
72,26
72,27
72,28
72,29
72,30
72,31
72,32
72,33
86,34
86,35
107,36
118,37
118,38
118,39
119,40
119,41
119,42
119,43
119,44
119,45
119,46
119,47
121,48
128,49
128,50
137,51
137,52
155,53
155,54
155,55
155,56
155,57
164,58
167,59
167,60
167,61
170,62
195,63
195,64
198,65
201,66
201,67
201,68
201,69
201,70
201,71
201,72
212,73
214,74
214,75
214,76
214,77
228,78
228,79
228,80
231,81
231,82
231,83
233,84
233,85
240,86
240,87
241,88
243,89
248,90
248,91
248,92
253,93
257,94
257,95
257,96
258,97
258,98
265,99
265,100
265,101
280,102
286,103
286,104
321,105
321,106
321,107
325,108
336,109
336,110
336,111
339,112
339,113
339,114
339,115
346,116
348,117
348,118
