score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
10,9
22,10
22,11
22,12
22,13
23,14
28,15
28,16
28,17
31,18
31,19
42,20
44,21
44,22
53,23
58,24
58,25
58,26
58,27
58,28
69,29
69,30
69,31
69,32
69,33
78,34
78,35
100,36
100,37
100,38
102,39
102,40
107,41
107,42
107,43
107,44
110,45
119,46
119,47
119,48
121,49
121,50
125,51
125,52
127,53
127,54
127,55
127,56
148,57
148,58
148,59
153,60
153,61
155,62
155,63
173,64
173,65
173,66
174,67
176,68
185,69
185,70
185,71
185,72
185,73
189,74
192,75
192,76
192,77
192,78
192,79
195,80
197,81
198,82
202,83
207,84
207,85
207,86
250,87
250,88
259,89
259,90
259,91
260,92
260,93
269,94
274,95
274,96
274,97
278,98
278,99
280,100
280,101
280,102
280,103
280,104
285,105
285,106
285,107
289,108
294,109
296,110
300,111
300,112
300,113
318,114
318,115
318,116
318,117
318,118
318,119
320,120
320,121
325,122
