score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
10,8
13,9
13,10
15,11
27,12
27,13
27,14
27,15
30,16
30,17
30,18
37,19
37,20
37,21
46,22
46,23
46,24
46,25
46,26
51,27
65,28
65,29
65,30
79,31
79,32
79,33
80,34
80,35
80,36
95,37
95,38
96,39
96,40
96,41
101,42
101,43
105,44
108,45
108,46
109,47
109,48
134,49
134,50
134,51
136,52
136,53
136,54
136,55
136,56
136,57
137,58
152,59
152,60
152,61
152,62
152,63
159,64
164,65
164,66
171,67
171,68
176,69
176,70
176,71
176,72
176,73
176,74
183,75
183,76
183,77
188,78
188,79
191,80
191,81
191,82
191,83
200,84
211,85
211,86
216,87
216,88
216,89
223,90
223,91
295,92
295,93
295,94
295,95
295,96
306,97
306,98
306,99
306,100
318,101
318,102
318,103
320,104
320,105
320,106
335,107
335,108
335,109
335,110
335,111
338,112
342,113
342,114
342,115
347,116
347,117
350,118
353,119
397,120
397,121
397,122
397,123
412,124
413,125
415,126
415,127
415,128
415,129
420,130
420,131
420,132
423,133
423,134
430,135
430,136
430,137
431,138
431,139
461,140
461,141
461,142
468,143
468,144
470,145
470,146
470,147
479,148
479,149
479,150
