score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
10,10
10,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
16,19
16,20
16,21
25,22
25,23
39,24
39,25
50,26
50,27
50,28
55,29
55,30
55,31
58,32
58,33
62,34
62,35
92,36
92,37
92,38
96,39
97,40
97,41
102,42
102,43
104,44
104,45
108,46
111,47
111,48
122,49
126,50
130,51
131,52
136,53
136,54
141,55
141,56
145,57
148,58
148,59
148,60
148,61
148,62
148,63
158,64
158,65
158,66
158,67
158,68
158,69
161,70
161,71
164,72
203,73
214,74
218,75
223,76
241,77
241,78
241,79
241,80
241,81
244,82
248,83
253,84
255,85
267,86
267,87
278,88
278,89
278,90
278,91
278,92
281,93
281,94
281,95
292,96
299,97
299,98
299,99
303,100
304,101
304,102
309,103
309,104
309,105
309,106
