score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
15,14
15,15
31,16
31,17
40,18
40,19
40,20
40,21
40,22
43,23
43,24
43,25
43,26
53,27
53,28
71,29
74,30
74,31
74,32
74,33
86,34
87,35
87,36
87,37
87,38
87,39
88,40
88,41
93,42
93,43
96,44
96,45
96,46
103,47
103,48
103,49
103,50
103,51
105,52
106,53
108,54
115,55
126,56
126,57
126,58
127,59
127,60
127,61
131,62
133,63
133,64
140,65
140,66
152,67
157,68
157,69
157,70
158,71
158,72
159,73
159,74
163,75
163,76
163,77
163,78
168,79
