score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
13,9
13,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
24,18
24,19
24,20
24,21
24,22
31,23
42,24
44,25
44,26
51,27
52,28
52,29
52,30
67,31
67,32
70,33
70,34
74,35
79,36
79,37
79,38
89,39
89,40
92,41
94,42
101,43
101,44
119,45
124,46
124,47
127,48
127,49
132,50
132,51
140,52
140,53
140,54
147,55
147,56
147,57
147,58
147,59
154,60
166,61
166,62
175,63
175,64
175,65
182,66
182,67
182,68
182,69
185,70
185,71
208,72
210,73
210,74
210,75
210,76
210,77
210,78
210,79
210,80
215,81
222,82
222,83
229,84
262,85
267,86
267,87
270,88
270,89
270,90
275,91
275,92
286,93
287,94
296,95
296,96
296,97
296,98
299,99
302,100
302,101
302,102
302,103
311,104
311,105
311,106
311,107
316,108
321,109
321,110
321,111
321,112
323,113
323,114
323,115
