score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
15,16
15,17
20,18
29,19
29,20
40,21
40,22
40,23
40,24
45,25
60,26
69,27
69,28
69,29
69,30
73,31
73,32
73,33
76,34
76,35
77,36
77,37
83,38
83,39
110,40
110,41
110,42
110,43
119,44
119,45
120,46
125,47
125,48
125,49
125,50
125,51
125,52
130,53
133,54
136,55
136,56
136,57
140,58
140,59
151,60
156,61
160,62
160,63
160,64
169,65
169,66
173,67
173,68
199,69
199,70
199,71
215,72
217,73
217,74
220,75
220,76
220,77
220,78
221,79
221,80
222,81
226,82
231,83
231,84
231,85
231,86
231,87
246,88
255,89
255,90
255,91
255,92
255,93
255,94
255,95
258,96
260,97
260,98
261,99
