score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
34,17
34,18
34,19
34,20
45,21
45,22
50,23
50,24
50,25
50,26
50,27
51,28
51,29
51,30
51,31
71,32
71,33
71,34
73,35
73,36
73,37
74,38
74,39
79,40
82,41
82,42
83,43
83,44
83,45
87,46
91,47
91,48
91,49
113,50
122,51
122,52
122,53
133,54
133,55
133,56
134,57
136,58
140,59
140,60
142,61
142,62
156,63
157,64
159,65
159,66
162,67
166,68
177,69
177,70
181,71
181,72
184,73
184,74
192,75
193,76
193,77
193,78
193,79
207,80
210,81
210,82
210,83
210,84
221,85
221,86
221,87
246,88
250,89
250,90
250,91
250,92
250,93
252,94
256,95
261,96
261,97
264,98
268,99
268,100
291,101
291,102
291,103
295,104
300,105
300,106
303,107
323,108
323,109
323,110
329,111
329,112
344,113
344,114
344,115
344,116
351,117
351,118
351,119
351,120
351,121
351,122
351,123
351,124
356,125
365,126
365,127
365,128
