score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
10,7
10,8
10,9
15,10
15,11
18,12
18,13
18,14
25,15
36,16
36,17
36,18
39,19
43,20
48,21
48,22
50,23
58,24
58,25
69,26
69,27
71,28
71,29
71,30
75,31
80,32
80,33
80,34
84,35
102,36
102,37
102,38
102,39
105,40
105,41
105,42
110,43
110,44
110,45
112,46
112,47
112,48
114,49
133,50
136,51
136,52
139,53
143,54
143,55
143,56
147,57
149,58
149,59
157,60
157,61
162,62
162,63
165,64
169,65
169,66
172,67
203,68
208,69
208,70
220,71
220,72
220,73
231,74
231,75
231,76
231,77
236,78
236,79
236,80
236,81
240,82
256,83
256,84
256,85
256,86
259,87
262,88
266,89
266,90
266,91
266,92
270,93
273,94
295,95
295,96
295,97
305,98
305,99
305,100
312,101
312,102
316,103
316,104
316,105
316,106
317,107
317,108
337,109
337,110
337,111
337,112
337,113
361,114
365,115
365,116
365,117
365,118
368,119
368,120
377,121
378,122
378,123
425,124
429,125
429,126
429,127
429,128
429,129
429,130
430,131
430,132
444,133
444,134
455,135
455,136
455,137
455,138
464,139
464,140
464,141
464,142
