score,frame
0,0
0,1
1,2
1,3
1,4
1,5
1,6
4,7
4,8
4,9
11,10
13,11
13,12
18,13
25,14
28,15
28,16
28,17
28,18
28,19
48,20
48,21
53,22
57,23
57,24
57,25
62,26
62,27
66,28
68,29
68,30
70,31
70,32
70,33
70,34
81,35
81,36
81,37
84,38
89,39
89,40
94,41
116,42
116,43
118,44
118,45
118,46
120,47
120,48
120,49
121,50
128,51
128,52
128,53
129,54
130,55
148,56
148,57
148,58
148,59
148,60
148,61
151,62
151,63
153,64
158,65
163,66
163,67
163,68
166,69
167,70
167,71
167,72
169,73
169,74
169,75
179,76
182,77
196,78
196,79
196,80
216,81
221,82
230,83
230,84
230,85
256,86
256,87
256,88
256,89
270,90
270,91
273,92
274,93
274,94
274,95
274,96
274,97
278,98
278,99
281,100
281,101
281,102
281,103
283,104
283,105
295,106
297,107
315,108
315,109
315,110
315,111
315,112
315,113
320,114
320,115
320,116
320,117
320,118
320,119
320,120
