score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
9,9
11,10
11,11
11,12
20,13
20,14
21,15
24,16
24,17
24,18
33,19
36,20
36,21
41,22
41,23
41,24
41,25
41,26
41,27
44,28
48,29
48,30
48,31
55,32
56,33
56,34
61,35
72,36
72,37
83,38
83,39
83,40
92,41
92,42
92,43
92,44
93,45
111,46
114,47
114,48
118,49
118,50
118,51
123,52
123,53
123,54
127,55
145,56
145,57
150,58
150,59
165,60
168,61
168,62
169,63
178,64
178,65
178,66
178,67
178,68
189,69
189,70
189,71
194,72
195,73
200,74
202,75
203,76
203,77
203,78
203,79
205,80
205,81
209,82
235,83
235,84
235,85
235,86
235,87
238,88
238,89
238,90
238,91
266,92
268,93
286,94
286,95
286,96
286,97
286,98
295,99
298,100
301,101
301,102
301,103
301,104
307,105
307,106
310,107
310,108
325,109
325,110
325,111
325,112
331,113
331,114
333,115
333,116
338,117
338,118
338,119
338,120
340,121
345,122
345,123
