score,frame
0,0
0,1
0,2
1,3
3,4
6,5
6,6
10,7
10,8
13,9
13,10
18,11
25,12
36,13
36,14
36,15
36,16
36,17
36,18
36,19
36,20
36,21
40,22
44,23
49,24
49,25
58,26
58,27
58,28
58,29
58,30
67,31
67,32
67,33
67,34
68,35
68,36
89,37
89,38
94,39
94,40
112,41
113,42
115,43
115,44
118,45
118,46
118,47
122,48
125,49
125,50
140,51
140,52
140,53
140,54
143,55
147,56
147,57
147,58
149,59
149,60
149,61
149,62
149,63
154,64
159,65
159,66
159,67
161,68
161,69
161,70
161,71
161,72
161,73
161,74
165,75
165,76
165,77
165,78
190,79
190,80
190,81
196,82
196,83
207,84
207,85
207,86
207,87
207,88
211,89
213,90
213,91
213,92
226,93
233,94
236,95
236,96
236,97
236,98
241,99
241,100
254,101
254,102
268,103
268,104
272,105
276,106
281,107
281,108
281,109
281,110
281,111
281,112
286,113
287,114
317,115
317,116
330,117
330,118
330,119
330,120
330,121
330,122
330,123
330,124
335,125
