score,frame
0,0
0,1
1,2
1,3
1,4
3,5
6,6
6,7
10,8
10,9
10,10
10,11
10,12
15,13
15,14
26,15
26,16
26,17
28,18
33,19
33,20
36,21
36,22
37,23
46,24
46,25
46,26
46,27
50,28
50,29
50,30
50,31
51,32
60,33
60,34
65,35
65,36
69,37
95,38
95,39
95,40
95,41
106,42
110,43
110,44
110,45
112,46
112,47
112,48
112,49
115,50
115,51
117,52
164,53
164,54
164,55
179,56
182,57
185,58
185,59
185,60
185,61
190,62
190,63
190,64
190,65
190,66
194,67
194,68
195,69
195,70
222,71
222,72
231,73
232,74
232,75
235,76
235,77
244,78
244,79
247,80
252,81
254,82
254,83
257,84
266,85
266,86
266,87
266,88
268,89
275,90
275,91
278,92
293,93
293,94
293,95
304,96
309,97
309,98
309,99
324,100
324,101
324,102
327,103
327,104
327,105
327,106
327,107
327,108
330,109
330,110
330,111
