score,frame
0,0
0,1
1,2
1,3
1,4
1,5
4,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
20,14
20,15
20,16
20,17
20,18
20,19
25,20
25,21
25,22
30,23
45,24
46,25
51,26
51,27
51,28
51,29
51,30
51,31
69,32
69,33
72,34
72,35
72,36
76,37
76,38
76,39
76,40
76,41
79,42
88,43
88,44
88,45
93,46
98,47
113,48
115,49
115,50
118,51
119,52
123,53
136,54
136,55
136,56
136,57
136,58
145,59
151,60
156,61
156,62
156,63
182,64
182,65
182,66
182,67
195,68
195,69
207,70
207,71
207,72
212,73
212,74
212,75
215,76
215,77
215,78
215,79
225,80
225,81
234,82
234,83
234,84
238,85
238,86
241,87
262,88
262,89
262,90
269,91
269,92
269,93
269,94
269,95
269,96
272,97
272,98
290,99
301,100
310,101
310,102
310,103
310,104
310,105
310,106
312,107
312,108
312,109
317,110
317,111
317,112
320,113
321,114
321,115
321,116
321,117
321,118
