score,frame
0,0
0,1
0,2
0,3
3,4
3,5
3,6
6,7
10,8
10,9
10,10
10,11
14,12
24,13
27,14
27,15
27,16
27,17
27,18
38,19
38,20
42,21
42,22
42,23
57,24
57,25
57,26
57,27
60,28
60,29
69,30
70,31
70,32
70,33
73,34
73,35
73,36
95,37
95,38
95,39
95,40
95,41
100,42
100,43
100,44
111,45
111,46
112,47
112,48
115,49
115,50
124,51
126,52
126,53
126,54
136,55
143,56
143,57
145,58
145,59
145,60
145,61
148,62
148,63
148,64
148,65
148,66
150,67
150,68
184,69
184,70
184,71
189,72
189,73
222,74
230,75
230,76
234,77
234,78
234,79
237,80
237,81
248,82
248,83
255,84
255,85
258,86
259,87
264,88
264,89
264,90
264,91
264,92
264,93
264,94
264,95
269,96
269,97
275,98
275,99
275,100
275,101
275,102
286,103
286,104
286,105
289,106
289,107
289,108
324,109
324,110
328,111
328,112
328,113
328,114
328,115
331,116
331,117
336,118
336,119
336,120
